#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
49,Thu Sep 08 12:30:50 EDT 2022,20,7,FactoriesSuite,ControllerFactoryTest+ F21A2DerivedSafetyVerifier ModelFactoryTest+ SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest+ , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,0,true,ClassifierFactoryTest ControllerFactoryTest ModelFactoryTest ViewFactoryTest ,SocialDistanceClassRegistryProvided , ,ClassifierFactoryTest-(0.0/3.0) ControllerFactoryTest-(2.0/2.0) ModelFactoryTest-(3.0/3.0) ViewFactoryTest-(2.0/2.0) , ,
50,Thu Sep 08 12:30:55 EDT 2022,20,0,A2RequiredClassesSuite,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,1,true,SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided , , ,SafeSocializationTxtProvided-(0.0/1.0) SocialDistanceBasicMainProvided-(1.0/1.0) SocialDistanceClassRegistryProvided-(1.0/1.0) SocialDistanceDerivingMainProvided-(1.0/1.0) SocialDistanceInferringMainProvided-(0.0/1.0) SocialDistanceInterpolatingMainProvided-(1.0/1.0) SocialDistanceUtilityProvided-(1.0/1.0) , ,
50,Thu Sep 08 12:30:55 EDT 2022,20,0,A2RequiredClassesSuite,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,1,true,SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided , , ,SafeSocializationTxtProvided-(0.0/1.0) SocialDistanceBasicMainProvided-(1.0/1.0) SocialDistanceClassRegistryProvided-(1.0/1.0) SocialDistanceDerivingMainProvided-(1.0/1.0) SocialDistanceInferringMainProvided-(0.0/1.0) SocialDistanceInterpolatingMainProvided-(1.0/1.0) SocialDistanceUtilityProvided-(1.0/1.0) , ,
51,Thu Sep 08 12:31:00 EDT 2022,20,0,A2MainClassSuite,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,2,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest , , ,BasicMainTest-(0.0/25.0) DerivingMainTest-(0.0/10.0) InferringMainTest-(0.0/10.0) InterpolatingMainTest-(0.0/10.0) , ,
51,Thu Sep 08 12:31:00 EDT 2022,20,0,A2MainClassSuite,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,2,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest , , ,BasicMainTest-(0.0/25.0) DerivingMainTest-(0.0/10.0) InferringMainTest-(0.0/10.0) InterpolatingMainTest-(0.0/10.0) , ,
52,Thu Sep 08 12:31:05 EDT 2022,20,0,A2SourceCode,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,3,true,BasicModelRegistersObserver DerivingModelRegistersObserver InferringModelRegistersObserver InterpolatingModelRegistersObserver SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener , , ,BasicModelRegistersObserver-(0.0/2.0) DerivingModelRegistersObserver-(0.0/2.0) InferringModelRegistersObserver-(0.0/2.0) InterpolatingModelRegistersObserver-(0.0/2.0) SocialDistanceControllerFetchesModelSingleton-(0.0/3.0) SocialDistanceControllerWritesModel-(0.0/2.0) SocialDistanceMainCallsControllerMethod-(0.0/3.0) SocialDistanceMainFetchesViewSingleton-(0.0/3.0) SocialDistanceMainSetsModelSingleton-(0.0/3.0) SocialDistanceViewISAPropertyListener-(0.0/2.0) , ,
52,Thu Sep 08 12:31:05 EDT 2022,20,0,A2SourceCode,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,3,true,BasicModelRegistersObserver DerivingModelRegistersObserver InferringModelRegistersObserver InterpolatingModelRegistersObserver SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener , , ,BasicModelRegistersObserver-(0.0/2.0) DerivingModelRegistersObserver-(0.0/2.0) InferringModelRegistersObserver-(0.0/2.0) InterpolatingModelRegistersObserver-(0.0/2.0) SocialDistanceControllerFetchesModelSingleton-(0.0/3.0) SocialDistanceControllerWritesModel-(0.0/2.0) SocialDistanceMainCallsControllerMethod-(0.0/3.0) SocialDistanceMainFetchesViewSingleton-(0.0/3.0) SocialDistanceMainSetsModelSingleton-(0.0/3.0) SocialDistanceViewISAPropertyListener-(0.0/2.0) , ,
53,Thu Sep 08 12:32:35 EDT 2022,20,0,A2Modularity,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,4,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(0.0/5.0) DerivedPrintIsNotDirect-(0.0/2.0) InferredPrintIsNotDirect-(0.0/2.0) ModelReuse-(0.0/10.0) , ,
53,Thu Sep 08 12:32:35 EDT 2022,20,0,A2Modularity,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,4,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(0.0/5.0) DerivedPrintIsNotDirect-(0.0/2.0) InferredPrintIsNotDirect-(0.0/2.0) ModelReuse-(0.0/10.0) , ,
54,Thu Sep 08 12:32:52 EDT 2022,20,0,A2UtilityClassSuite,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,5,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest , , ,CompareSafetyComputationsTest-(0.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(0.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(0.0/7.0) WekaFileSizeTest-(0.0/10.0) , ,
54,Thu Sep 08 12:32:52 EDT 2022,20,0,A2UtilityClassSuite,ControllerFactoryTest F21A2DerivedSafetyVerifier ModelFactoryTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest , ,10,5,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest , , ,CompareSafetyComputationsTest-(0.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(0.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(0.0/7.0) WekaFileSizeTest-(0.0/10.0) , ,
